bill_number,bill_id,session_id,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1052908,1400,SB861,4,Passed,2018-09-10,"National Mortgage Settlement Fund: allocations.","An act to amend Section 12531 of the Government Code, relating to the national mortgage settlement, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2018-09-10,"Chaptered by Secretary of State. Chapter 331, Statutes of 2018.",https://legiscan.com/CA/bill/SB861/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB861
1052838,1400,SB862,4,Passed,2018-09-17,"Budget Act of 2018.","An act to amend the Budget Act of 2018 (Chapters 29 and 30 of the Statutes of 2018) by amending Items 0250-001-0932, 0250-101-0932, 0509-001-0001, 0540-001-6076, 0650-001-0001, 0690-101-0001, 0820-001-0001, 0890-101-0001, 2740-001-0044, 3340-001-0318, 3540-001-0140, 3760-101-3228, 3940-001-0001, 3940-101-0001, 5180-101-0001, 5180-151-0001, 6100-001-0890, 6100-119-0890, 6100-134-0890, 6100-136-0890, 6100-137-0890, 6100-194-0890, 6100-197-0890, 6100-295-0001, 6100-485, 6100-488, 6120-011-0001, 6440-001-0001, 6870-295-0001, 8570-001-0001, and 8660-101-0493 of, and adding Items 3760-490, 3900-011-3119, 3940-002-0001, 6120-140-0001, 6120-141-0001, and 8660-495 to, Section 2.00 of, and amending Section 39.00 of, that act, relating to the state budget, and making an appropriation therefor, to take effect immediately, budget bill.",0,,2018-09-17,"Chaptered by Secretary of State. Chapter 449, Statutes of 2018.",https://legiscan.com/CA/bill/SB862/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB862
1052868,1400,SB863,2,Engrossed,2018-05-03,Elections.,"An act to amend Section 13119 of the Elections Code, relating to elections, and making an appropriation therefor, to take effect immediately, bill related to the budget.",452,"Assembly Budget",2018-06-11,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on BUDGET.",https://legiscan.com/CA/bill/SB863/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB863
1052927,1400,SB864,2,Engrossed,2018-05-03,"Budget Deficit Savings Account: Safety Net Reserve Fund.","An act to add Article 7.6.5 (commencing with Section 16418.8) to Chapter 2 of Part 2 of Division 4 of Title 2 of the Government Code, and to add Section 11011 to the Welfare and Institutions Code, relating to budget reserves, and making an appropriation therefor, to take effect immediately, bill related to the budget.",452,"Assembly Budget",2018-06-11,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on BUDGET.",https://legiscan.com/CA/bill/SB864/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB864
1052932,1400,SB865,2,Engrossed,2018-05-03,"State government: appointments: infrastructure.","An act to amend Section 69511 of the Education Code, to amend Section 3312 of the Food and Agricultural Code, to add Article 2.1 (commencing with Section 13105) to Chapter 2 of Part 3 of Division 3 of Title 2 of the Government Code, to amend Section 50661 of the Health and Safety Code, to amend Section 185020 of the Public Utilities Code, and to amend Section 10202.5 of the Unemployment Insurance Code, relating to state government, and making an appropriation therefor, to take effect immediately, bill related to the budget.",452,"Assembly Budget",2018-06-11,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on BUDGET.",https://legiscan.com/CA/bill/SB865/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB865
1052922,1400,SB866,4,Passed,2018-06-27,Employment.,"An act to amend Sections 45060, 45168, 87833, and 88167 of the Education Code, to amend Sections 1150, 1152, 1153, 1157.3, 1157.10, 3550, 3551, 3552, 3555.5, 3556, 18502, 18525.3, 18528, 18577, 18939, 18950, 19050.4, 19054.1, 19057.1, 19057.3, 19243, 19816.18, 19827.2, 22944.5, 23725, 31552.5, 71638, and 71824 of, to add Sections 1157.12, 3553, and 19995.1.5 to, to repeal Section 19995.5 of, and to repeal and add Section 19051 of, the Government Code, to amend Section 101853.1 of the Health and Safety Code, to add Section 2716.5 to the Penal Code, to add Section 14038 to, to add Article 4 (commencing with Section 14040) to Chapter 3 of Division 7 of, and to add and repeal Article 5 (commencing with Section 14100) of Chapter 3 of Division 7 of, the Unemployment Insurance Code, and to amend Section 3.60 of the Budget Act of 2017 (Chapter 181 of the Statutes of 2017), relating to employment, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2018-06-27,"Chaptered by Secretary of State. Chapter 53, Statutes of 2018.",https://legiscan.com/CA/bill/SB866/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB866
1052874,1400,SB867,4,Passed,2018-09-17,"Legislative Counsel: workplace conduct services.","An act to add Section 10249 to the Government Code, relating to the Legislative Counsel Bureau, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2018-09-17,"Chaptered by Secretary of State. Chapter 450, Statutes of 2018.",https://legiscan.com/CA/bill/SB867/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB867
1052837,1400,SB868,2,Engrossed,2018-05-03,"Corrections: omnibus.","An act to amend Section 15819.403 of the Government Code, relating to corrections, and making an appropriation therefor, to take effect immediately, bill related to the budget.",452,"Assembly Budget",2018-06-11,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on BUDGET.",https://legiscan.com/CA/bill/SB868/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB868
1052843,1400,SB869,4,Passed,2018-09-17,"County of San Diego: local elections.","An act to repeal and add Section 23725 of the Government Code, and to repeal Section 46 of Chapter 53 of the Statutes of 2018, relating to elections, making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2018-09-17,"Chaptered by Secretary of State. Chapter 451, Statutes of 2018.",https://legiscan.com/CA/bill/SB869/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB869
1052938,1400,SB870,2,Engrossed,2018-05-03,"Disaster Response Emergency Operations Account: allocation of funds: notification: Emergency Telephone Users Surcharge Act.","An act to amend Section 8690.6 of the Government Code, and to amend Sections 41017, 41031, 41032, 41040, 41051, 41053, 41055, 41056, 41075, 41100, 41129, 41130, 41135, 41136, 41137, 41140, 41150, 42004, and 42010 of, to amend the heading of Article 2 (commencing with Section 41030) of Chapter 2 of Part 20 of Division 2 of, to amend and repeal Section 41025 of, to amend, repeal, and add Sections 41007, 41009, 41016.5, and 41020 of, to add Sections 41007.1, 41007.2, 41007.3, 41007.4, 41007.5, and 41028 to, to repeal Section 41033 of, and to repeal and add Sections 41004 and 41030 of, the Revenue and Taxation Code, relating to state emergencies, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2018-06-14,"Assembly Rule 63 suspended. (Ayes 55. Noes 23. Page 5803.)",https://legiscan.com/CA/bill/SB870/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB870
1052845,1400,SB871,4,Passed,2018-06-27,"Income taxes: credits: motion pictures.","An act to amend Section 6902.5 of, and to add Sections 17053.98 and 23698 to, the Revenue and Taxation Code, relating to taxation, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2018-06-27,"Chaptered by Secretary of State. Chapter 54, Statutes of 2018.",https://legiscan.com/CA/bill/SB871/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB871
1052858,1400,SB872,4,Passed,2018-07-09,"Local government: taxation: prohibition: groceries.","An act to add Section 7284.10 to Chapter 1.8 (commencing with Section 7284.8) of Part 1.7 of Division 2 of the Revenue and Taxation Code, as proposed by Assembly Bill 1838 of the 2017–18 Regular Session, relating to taxation, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2018-07-09,"Chaptered by Secretary of State. Chapter 88, Statutes of 2018.",https://legiscan.com/CA/bill/SB872/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB872
1052912,1400,SB873,4,Passed,2018-09-17,"State public employment: memorandum of understanding: approval: State Bargaining Units 9 and 10.","An act to amend Sections 19829.9847, 19829.9848, and 22944.5 of, and to add Sections 20683.6, 20683.61, 20683.62, 20683.7, 20683.71, 20683.72, and 22958.1.7 to, the Government Code, relating to state public employment, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2018-09-17,"Chaptered by Secretary of State. Chapter 452, Statutes of 2018.",https://legiscan.com/CA/bill/SB873/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB873
1052940,1400,SB874,2,Engrossed,2018-05-03,"Education finance.","An act to amend Sections 8265.5, 41320, 41320.1, 41321, 41325, 41326, 41327, 41327.1, 41327.2, 42127.6, 42127.9, 44416, 44418, 46392, 47606.5, 52060, 52061, 52064, 52065, 52066, 52067, 52074, 78222, and 84750.41 of, to add Sections 17463.5 and 66093.4 to, to add Chapter 6.5 (commencing with Section 42160) to Part 24 of Division 3 of Title 2 of, to repeal Section 60810 of, and to repeal and amend Section 313 of, the Education Code, to amend Sections 17581.6 and 17581.97 of the Government Code, to amend Section 28160 of the Vehicle Code, to amend Section 77 of Chapter 15 of the Statutes of 2017, and to amend Sections 131, 133, and 134 of Chapter 32 of the Statutes of 2018, relating to education finance, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2018-08-28,"Ordered to third reading.",https://legiscan.com/CA/bill/SB874/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB874
1052872,1400,SB875,4,Passed,2018-09-17,"Public resources.","An act to amend Sections 5795, 14549.2, and 14581 of the Public Resources Code, and to amend Section 12987.5 of, and to add Section 10609.21 to, the Water Code, relating to public resources, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2018-09-17,"Chaptered by Secretary of State. Chapter 453, Statutes of 2018.",https://legiscan.com/CA/bill/SB875/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB875
1052935,1400,SB876,4,Passed,2018-09-17,"Human services.","An act to amend Sections 10553.1, 11330.7, 11364, 11387, 11405, 11461.36, 11462.04, and 16121 of the Welfare and Institutions Code, and to amend Section 43 of Chapter 35 of the Statutes of 2018, relating to human services, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2018-09-17,"Chaptered by Secretary of State. Chapter 454, Statutes of 2018.",https://legiscan.com/CA/bill/SB876/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB876
1052900,1400,SB877,4,Passed,2018-09-17,"State Government.","An act to add Section 53600 to the Health and Safety Code, to amend Sections 1771.1 and 1773.3 of the Labor Code, and to add Chapter 11 (commencing with Section 19150) to Part 2 of Division 2 of the Public Contract Code, and to amend Section 2 of Chapter 527 of the Statutes of 2013, relating to state government, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2018-09-17,"Chaptered by Secretary of State. Chapter 455, Statutes of 2018.",https://legiscan.com/CA/bill/SB877/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB877
1052848,1400,SB878,4,Passed,2018-09-17,"Taxes: credits: qualified motion pictures.","An act to amend Sections 38.9, 17053.98, and 23698 of the Revenue and Taxation Code, relating to taxation, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2018-09-17,"Chaptered by Secretary of State. Chapter 456, Statutes of 2018.",https://legiscan.com/CA/bill/SB878/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB878
1052936,1400,SB879,4,Passed,2018-09-17,"Public safety.","An act to amend Sections 8545 and 69614.3 of the Government Code, and to amend Section 1797.165 of the Health and Safety Code, relating to public safety, and making an appropriation therefor, to take effect immediately, bill related to the budget.",0,,2018-09-17,"Chaptered by Secretary of State. Chapter 457, Statutes of 2018.",https://legiscan.com/CA/bill/SB879/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB879
1052942,1400,SB880,4,Passed,2018-09-23,"Workers’ compensation.","An act to amend, repeal, and add Section 4651 of the Labor Code, relating to workers’ compensation.",0,,2018-09-23,"Chaptered by Secretary of State. Chapter 730, Statutes of 2018.",https://legiscan.com/CA/bill/SB880/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB880
1057959,1400,SB881,4,Passed,2018-09-22,"Flood control: County of Santa Clara: South San Francisco Bay Shoreline Project.","An act to add Section 12749.99 to the Water Code, relating to flood control.",0,,2018-09-22,"Chaptered by Secretary of State. Chapter 685, Statutes of 2018.",https://legiscan.com/CA/bill/SB881/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB881
1057932,1400,SB882,1,Introduced,2018-01-11,"Budget Act of 2018.","An act relating to the Budget Act of 2018.",476,"Senate Budget and Fiscal Review",2018-01-24,"Referred to Com. on B. & F.R.",https://legiscan.com/CA/bill/SB882/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB882
1057968,1400,SB883,1,Introduced,2018-01-11,"Budget Act of 2018.","An act relating to the Budget Act of 2018.",476,"Senate Budget and Fiscal Review",2018-01-24,"Referred to Com. on B. & F.R.",https://legiscan.com/CA/bill/SB883/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB883
1058014,1400,SB884,1,Introduced,2018-01-11,"Budget Act of 2018.","An act relating to the Budget Act of 2018.",476,"Senate Budget and Fiscal Review",2018-01-24,"Referred to Com. on B. & F.R.",https://legiscan.com/CA/bill/SB884/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB884
1057943,1400,SB885,1,Introduced,2018-01-11,"Budget Act of 2018.","An act relating to the Budget Act of 2018.",476,"Senate Budget and Fiscal Review",2018-01-24,"Referred to Com. on B. & F.R.",https://legiscan.com/CA/bill/SB885/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB885
1058021,1400,SB886,1,Introduced,2018-01-11,"Budget Act of 2018.","An act relating to the Budget Act of 2018.",476,"Senate Budget and Fiscal Review",2018-01-24,"Referred to Com. on B. & F.R.",https://legiscan.com/CA/bill/SB886/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB886
1057953,1400,SB887,1,Introduced,2018-01-11,"Budget Act of 2018.","An act relating to the Budget Act of 2018.",476,"Senate Budget and Fiscal Review",2018-01-24,"Referred to Com. on B. & F.R.",https://legiscan.com/CA/bill/SB887/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB887
1057979,1400,SB888,1,Introduced,2018-01-11,"Budget Act of 2018.","An act relating to the Budget Act of 2018.",476,"Senate Budget and Fiscal Review",2018-01-24,"Referred to Com. on B. & F.R.",https://legiscan.com/CA/bill/SB888/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB888
1057972,1400,SB889,1,Introduced,2018-01-11,"Budget Act of 2018.","An act relating to the Budget Act of 2018.",476,"Senate Budget and Fiscal Review",2018-01-24,"Referred to Com. on B. & F.R.",https://legiscan.com/CA/bill/SB889/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB889
1057963,1400,SB890,1,Introduced,2018-01-11,"Budget Act of 2018.","An act relating to the Budget Act of 2018.",476,"Senate Budget and Fiscal Review",2018-01-24,"Referred to Com. on B. & F.R.",https://legiscan.com/CA/bill/SB890/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB890
1057992,1400,SB891,1,Introduced,2018-01-11,"Budget Act of 2018.","An act relating to the Budget Act of 2018.",476,"Senate Budget and Fiscal Review",2018-01-24,"Referred to Com. on B. & F.R.",https://legiscan.com/CA/bill/SB891/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB891
1058003,1400,SB892,4,Passed,2018-08-24,"Lunar New Year.","An act to add Section 37222.19 to the Education Code, and to add Section 6730 to the Government Code, relating to public schools.",0,,2018-08-24,"Chaptered by Secretary of State. Chapter 199, Statutes of 2018.",https://legiscan.com/CA/bill/SB892/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB892
1058008,1400,SB893,1,Introduced,2018-01-11,"Planning and zoning: density bonus: vehicular parking ratio.","An act to amend Section 65915 of the Government Code, relating to land use.",490,"Senate Transportation and Housing",2018-04-18,"April 17 set for first hearing. Failed passage in committee. (Ayes 5. Noes 7. Page 4724.)",https://legiscan.com/CA/bill/SB893/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB893
1058951,1400,SB894,4,Passed,2018-09-21,"Property insurance.","An act to amend Sections 675.1 and 2051.5 of, and to add Section 10103.7 to, the Insurance Code, relating to insurance.",0,,2018-09-21,"Chaptered by Secretary of State. Chapter 618, Statutes of 2018.",https://legiscan.com/CA/bill/SB894/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB894
1058921,1400,SB895,4,Passed,2018-09-22,"Pupil instruction: model curricula: Vietnamese American refugee experience, the Cambodian genocide, and Hmong history and cultural studies.","An act to add Sections 33540.2, 33540.4, and 33540.6 to the Education Code, relating to pupil instruction.",0,,2018-09-22,"Chaptered by Secretary of State. Chapter 686, Statutes of 2018.",https://legiscan.com/CA/bill/SB895/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB895
1058903,1400,SB896,4,Passed,2018-09-21,"Aggravated arson.","An act to amend Section 451.5 of the Penal Code, relating to arson.",0,,2018-09-21,"Chaptered by Secretary of State. Chapter 619, Statutes of 2018.",https://legiscan.com/CA/bill/SB896/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB896
1058927,1400,SB897,1,Introduced,2018-01-12,"Residential property insurance: wildfires.","An act to amend Section 2060 of, and to add Sections 2061 and 2062 to, the Insurance Code, relating to residential property insurance.",0,,2018-05-31,"Ordered to inactive file on request of Senator McGuire.",https://legiscan.com/CA/bill/SB897/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB897
1058956,1400,SB898,2,Engrossed,2018-05-29,"Bail: surety insurers.","An act to amend Section 1802.1 of, and to add Sections 1820.5 and 1824 to, the Insurance Code, relating to bail.",461,"Assembly Insurance",2018-06-27,"June 27 set for second hearing canceled at the request of author.",https://legiscan.com/CA/bill/SB898/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB898
1060950,1400,SB899,5,Vetoed,2018-09-23,"Workers’ compensation.","An act to amend Section 4663 of the Labor Code, relating to workers’ compensation.",0,,2018-09-23,"In Senate. Consideration of Governor's veto pending.",https://legiscan.com/CA/bill/SB899/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB899
1060907,1400,SB900,2,Engrossed,2018-05-30,"Electronic benefits transfer system: CalFresh supplemental benefits.","An act to add and repeal Section 10072.3 of the Welfare and Institutions Code, relating to public social services.",460,"Assembly Human Services",2018-06-26,"June 26 set for first hearing canceled at the request of author.",https://legiscan.com/CA/bill/SB900/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB900
1060980,1400,SB901,4,Passed,2018-09-21,Wildfires.,"An act to add Section 815.11 to the Civil Code, to add Section 65040.21 to the Government Code, to add Section 38535 to the Health and Safety Code, to amend Sections 4213.05, 4290, 4527, 4584, 4589, 4593.2, 4597, 4597.1, 4597.2, 4597.6, and 4799.05 of, to add Sections 4123.5, 4124.7, 4290.1, 4584.1, and 4584.2 to, to add Article 10 (commencing with Section 4205) to Chapter 1 of Part 2 of Division 4 of, to add and repeal Section 4556 of, and to repeal Section 4597.20 of, the Public Resources Code, and to amend Sections 399.20.3, 854, 959, 1731, 2107, 8386, and 8387 of, to add Sections 451.1, 451.2, 748.1, 764, 854.2, 8386.1, 8386.2, 8386.5, and 8388 to, to add Article 5.8 (commencing with Section 850) to Chapter 4 of Part 1 of Division 1 of, and to repeal and add Section 706 of, the Public Utilities Code, relating to wildfires.",0,,2018-09-21,"Chaptered by Secretary of State. Chapter 626, Statutes of 2018.",https://legiscan.com/CA/bill/SB901/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB901
1060971,1400,SB902,1,Introduced,2018-01-16,"Alcoholism or drug abuse recovery or treatment facilities.","An act to add Section 11834.05 to the Health and Safety Code, and to amend Section 11105 of the Penal Code, relating to substance abuse.",475,"Senate Appropriations",2018-05-25,"May 25 hearing: Held in committee and under submission.",https://legiscan.com/CA/bill/SB902/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB902
1060929,1400,SB903,4,Passed,2018-07-16,"Transportation Development Act: County of Stanislaus.","An act to add Section 99270.8 to the Public Utilities Code, relating to transportation, and declaring the urgency thereof, to take effect immediately.",0,,2018-07-16,"Chaptered by Secretary of State. Chapter 107, Statutes of 2018.",https://legiscan.com/CA/bill/SB903/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB903
1062420,1400,SB904,4,Passed,2018-09-14,"Alarm companies: business conditions: limited liability companies.","An act to amend Sections 6980.12, 7054, 7159, 7159.9, 7590.2, 7593.1, and 7594.5, of, to amend and repeal Sections 7590.1, 7591.10, 7593.5, 7593.6, 7593.7, 7594.4, 7599.32, 7599.34, 7599.42, 7599.43, 7599.48 and 7599.61 of, to add and repeal Section 7599.35 of, and to add Section 7599.345 to, the Business and Professions Code, relating to professions and vocations.",0,,2018-09-14,"Chaptered by Secretary of State. Chapter 406, Statutes of 2018.",https://legiscan.com/CA/bill/SB904/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB904
1062436,1400,SB905,5,Vetoed,2018-09-28,"Alcoholic beverages: hours of sale.","An act to amend, repeal, and add Section 25631 of, and to add and repeal Section 25634 of, the Business and Professions Code, relating to alcoholic beverages.",0,,2018-09-28,"In Senate. Consideration of Governor's veto pending.",https://legiscan.com/CA/bill/SB905/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB905
1062395,1400,SB906,5,Vetoed,2018-09-29,"Mental health services and substance use disorder treatment: peer support specialist certification.","An act to add Article 1.4 (commencing with Section 14045.10) to Chapter 7 of Part 3 of Division 9 of the Welfare and Institutions Code, relating to mental health.",0,,2018-09-29,"In Senate. Consideration of Governor's veto pending.",https://legiscan.com/CA/bill/SB906/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB906
1062424,1400,SB907,4,Passed,2018-07-18,"County road commissioner: Merced County.","An act to add Section 2006.2 to the Streets and Highways Code, relating to county roads.",0,,2018-07-18,"Chaptered by Secretary of State. Chapter 135, Statutes of 2018.",https://legiscan.com/CA/bill/SB907/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB907
1064691,1400,SB908,1,Introduced,2018-01-18,"Legislature: sexual harassment records and tracking.","An act to amend Section 9075, and to add Article 3.7 (commencing with Section 9085) to Chapter 1.5 of Part 1 of Division 2 of Title 2, of the Government Code, relating to the Legislature.",489,"Senate Rules",2018-03-01,"From committee with author's amendments. Read second time and amended. Re-referred to Com. on RLS.",https://legiscan.com/CA/bill/SB908/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB908
1064584,1400,SB909,4,Passed,2018-09-14,"Uniform Trust Decanting Act.","An act to add Part 9 (commencing with Section 19501) to Division 9 of the Probate Code, relating to trusts.",0,,2018-09-14,"Chaptered by Secretary of State. Chapter 407, Statutes of 2018.",https://legiscan.com/CA/bill/SB909/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB909
1064756,1400,SB910,4,Passed,2018-09-22,"Short-term limited duration health insurance.","An act to amend Sections 1367.29 and 1368.016 of the Health and Safety Code, and to amend Sections 10113.9, 10123.7, 10123.81, 10123.865, 10123.866, 10123.198, 10123.199, 10123.202, 10273.6, and 12671 of, and to add Section 10123.61 to, the Insurance Code, relating to health insurance.",0,,2018-09-22,"Chaptered by Secretary of State. Chapter 687, Statutes of 2018.",https://legiscan.com/CA/bill/SB910/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB910
1064712,1400,SB911,1,Introduced,2018-01-18,"Police animals: offenses.","An act to amend Section 600 of the Penal Code, relating to police animals.",487,"Senate Public Safety",2018-04-25,"April 24 set for first hearing. Failed passage in committee. (Ayes 3. Noes 0. Page 4817.)",https://legiscan.com/CA/bill/SB911/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB911
1064840,1400,SB912,4,Passed,2018-09-21,"California Housing Finance Agency: management compensation.","An act to amend Section 50909 of the Health and Safety Code, relating to housing.",0,,2018-09-21,"Chaptered by Secretary of State. Chapter 661, Statutes of 2018.",https://legiscan.com/CA/bill/SB912/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB912
1067844,1400,SB913,4,Passed,2018-08-24,"Public works: City of Los Angeles: graffiti abatement.","An act to add and repeal Section 1720.5 of the Labor Code, relating to public works.",0,,2018-08-24,"Chaptered by Secretary of State. Chapter 200, Statutes of 2018.",https://legiscan.com/CA/bill/SB913/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB913
1067729,1400,SB914,4,Passed,2018-07-16,"Local agency contracts: construction manager at-risk construction contracts.","An act to amend Section 20146 of the Public Contract Code, relating to public contracts.",0,,2018-07-16,"Chaptered by Secretary of State. Chapter 108, Statutes of 2018.",https://legiscan.com/CA/bill/SB914/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB914
1067772,1400,SB915,1,Introduced,2018-01-22,"Life insurance: policy loans.","An act to amend Section 1232 of the Insurance Code, relating to life insurance.",489,"Senate Rules",2018-02-01,"Referred to Com. on RLS.",https://legiscan.com/CA/bill/SB915/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB915
1067801,1400,SB916,1,Introduced,2018-01-22,"Unlawful entry of a vehicle.","An act to add Section 465 to the Penal Code, relating to crime.",475,"Senate Appropriations",2018-05-25,"May 25 hearing: Held in committee and under submission.",https://legiscan.com/CA/bill/SB916/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB916
1067701,1400,SB917,4,Passed,2018-09-21,"Insurance policies.","An act to add Section 530.5 to the Insurance Code, relating to insurance.",0,,2018-09-21,"Chaptered by Secretary of State. Chapter 620, Statutes of 2018.",https://legiscan.com/CA/bill/SB917/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB917
1067873,1400,SB918,4,Passed,2018-09-27,"Homeless Youth Act of 2018.","An act to amend Section 8257 of, and to add Chapter 7 (commencing with Section 8259) to Division 8 of, the Welfare and Institutions Code, relating to homeless youth.",0,,2018-09-27,"Chaptered by Secretary of State. Chapter 841, Statutes of 2018.",https://legiscan.com/CA/bill/SB918/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB918
1067959,1400,SB919,2,Engrossed,2018-05-29,"Water resources: stream gages.","An act to add Section 144 to the Water Code, relating to water resources.",449,"Assembly Appropriations",2018-08-16,"August 16 hearing: Held in committee and under submission.",https://legiscan.com/CA/bill/SB919/2017,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=201720180SB919
